date,ticker,open,high,low,close,volume
2025-02-12,ETH,2602.8281094306,2794.8673942088,2551.1746066302,2736.9020036463,26919387954.35
2025-02-13,ETH,2737.028655675,2756.4433329237,2615.6676678024,2675.9025200229,19481004624.97
2025-02-14,ETH,2675.9395139342,2790.0236747888,2666.2680202999,2726.0916324155,17732289901.14
2025-02-15,ETH,2726.074681712,2738.6811731312,2668.5316681696,2693.5597988453,10803019356.54
2025-02-16,ETH,2693.5623832114,2724.09637428,2655.2975549889,2663.3158479393,10593602116.57
2025-02-17,ETH,2663.2294764262,2848.7842279959,2640.1820642565,2743.1997499049,24170425078.31
2025-02-18,ETH,2743.022951119,2754.6768040462,2606.9003104344,2669.3387495962,23004152927.66
2025-02-19,ETH,2669.2133059543,2735.9176615063,2656.3756964386,2715.7709077319,15272401902.95
2025-02-20,ETH,2715.6826750023,2770.0304289613,2708.2159584491,2740.3865429063,15917259320.11
2025-02-21,ETH,2740.0221610783,2842.827045024,2616.919474609,2659.6555266804,31441524620.79
2025-02-22,ETH,2660.0357886077,2797.0578254615,2653.8675001682,2764.0293093467,16403164396.91
2025-02-23,ETH,2764.0310516293,2850.6104583106,2746.7736322033,2821.3102005204,20493767269.49
2025-02-24,ETH,2820.4563582902,2839.0100874571,2478.8993296499,2513.8211930964,29127380459.41
2025-02-25,ETH,2514.2110107832,2529.6690961025,2326.6321339592,2493.592433124,40044790246.26
2025-02-26,ETH,2493.381561102,2503.4222049707,2255.0548728937,2331.4526094027,28815111322.9
2025-02-27,ETH,2331.5102477674,2378.0873196872,2230.4483376131,2305.4843934633,24286213447.07
2025-02-28,ETH,2305.560103006,2310.9492015051,2076.1698644908,2237.9052417047,35737904666.91
2025-03-01,ETH,2237.9421065758,2279.8731430896,2144.0900574163,2216.6433281519,16135258238.92
2025-03-02,ETH,2216.5217501798,2548.8118448763,2175.3215669952,2519.6944727218,34854193845.11
2025-03-03,ETH,2519.530960837,2522.3166107566,2097.0762840734,2145.5738939222,31473561910.03
2025-03-04,ETH,2145.6529493211,2220.3585208568,1996.7675487924,2170.015168597,33935738380.02
2025-03-05,ETH,2169.9867232695,2272.7972549273,2156.0994383452,2241.9773218864,22105432726.58
2025-03-06,ETH,2241.9065602636,2319.3961490391,2177.6768972608,2202.4768379958,18509069101.5
2025-03-07,ETH,2202.4981831134,2254.2325328969,2103.4727004982,2138.9874273084,22425792863.03
2025-03-08,ETH,2139.7978520685,2232.3271588921,2107.7279967202,2201.5102217124,10533204814.2
2025-03-09,ETH,2201.7086640568,2210.3136151092,1991.1934490119,2015.5091088434,16103964993.72
2025-03-10,ETH,2015.4304177963,2150.7062873051,1812.7668746905,1861.1513909157,35005066441.55
2025-03-11,ETH,1859.7776755424,1961.797777114,1760.9417913836,1919.8449490468,30898385862.7
2025-03-12,ETH,1919.6647848332,1954.5711142399,1832.0190276304,1908.9826851467,22898872950.77
2025-03-13,ETH,1909.0154311269,1919.6882440931,1823.5254513829,1862.9696474371,17977225564.11
2025-03-14,ETH,1862.9979774279,1945.0914456822,1861.1059079287,1909.4675210747,12122715282.13
2025-03-15,ETH,1909.5281040834,1955.2383657619,1904.9657496776,1937.3946766174,6456484590.53
2025-03-16,ETH,1937.3847751486,1940.4744246466,1863.4890594037,1887.4350177086,9292997637.67
2025-03-17,ETH,1887.4491655955,1951.6259387436,1880.4843522,1927.0029027556,10436892087.1
2025-03-18,ETH,1927.0057012509,1935.1819459255,1872.5088616552,1932.5434086744,10170844745.64
2025-03-19,ETH,1932.5446028077,2068.7643992791,1928.2495156751,2057.7491339808,20065206265.54
2025-03-20,ETH,2057.9512076438,2067.4837399502,1952.2433302258,1982.0998943118,13217865781.89
2025-03-21,ETH,1981.8529982473,1994.8914280445,1937.2116071852,1964.8474809995,9708125480.37
2025-03-22,ETH,1964.9404662231,2005.0411318183,1964.2710195567,1980.0378088165,6117036512.34
2025-03-23,ETH,1979.9836228541,2019.8893824676,1977.7092940604,2005.2992309006,7522339706.77
2025-03-24,ETH,2005.7183843996,2101.9834344001,1978.7638019509,2077.4790642279,14044912401.69
2025-03-25,ETH,2078.5679999968,2096.5183429355,2038.6445744692,2067.7642367492,11735658914.24
2025-03-26,ETH,2067.5088360044,2078.3691213124,1982.4123813089,2009.1893459796,13178523590.48
2025-03-27,ETH,2008.9406101498,2037.3961435323,1987.7177510389,2002.357436246,11593274542.56
2025-03-28,ETH,2002.4105590261,2015.4543396031,1863.0106164465,1895.5028729189,18160526497.76
2025-03-29,ETH,1895.5496616399,1911.9008842639,1799.200857799,1827.3203233799,12194771784.6
2025-03-30,ETH,1827.3110093867,1847.5705346317,1769.4127525521,1806.2186461858,9854857162.01
2025-03-31,ETH,1806.3165007464,1852.5514409202,1778.692293073,1823.4800048352,15765030938.47
2025-04-01,ETH,1823.5623747635,1926.3030044112,1820.3503595705,1905.4914001311,15001220419.89
2025-04-02,ETH,1905.4846097142,1951.1803047187,1782.7602229877,1795.3132055131,22593742104.01
2025-04-03,ETH,1794.9760194238,1844.0711051529,1751.3808810832,1815.6372608262,16450974372.86
2025-04-04,ETH,1815.6098530552,1833.956836174,1760.5885995426,1815.3352305868,18061720813.64
2025-04-05,ETH,1815.3450193491,1826.2985962634,1767.5135896962,1805.9732407073,6374712478.76
2025-04-06,ETH,1805.9630169361,1815.574834001,1539.4380136682,1576.7280882451,22154445575.5
2025-04-07,ETH,1576.9497867014,1634.0411747919,1415.3734803131,1555.2409524507,46073959046.97
2025-04-08,ETH,1554.9321177056,1617.339825299,1447.6101233218,1472.553129615,21315312919.22
2025-04-09,ETH,1472.6014126378,1687.1880398805,1386.7993127909,1668.0400320881,39252195854.94
2025-04-10,ETH,1668.2018424709,1669.3941751424,1474.9141400078,1522.5187737981,21379604306.72
2025-04-11,ETH,1522.4729716422,1587.5385750578,1505.0019526192,1567.1498414994,14871838812.94
2025-04-12,ETH,1567.1557441535,1666.0175736076,1546.8195207785,1643.528527036,12110995012.86
2025-04-13,ETH,1643.5011032957,1648.2867346548,1564.8388218276,1596.6857525708,13909890792.14
2025-04-14,ETH,1596.8818489288,1689.8575457287,1596.0865089923,1622.7698983048,16518325094.07
2025-04-15,ETH,1622.7718927935,1659.8361925272,1585.2290824207,1588.6324584921,13175452875.3
2025-04-16,ETH,1589.0310150513,1610.7820977191,1540.0337718236,1578.1053743846,15339621550.62
2025-04-17,ETH,1578.0142090793,1615.3068384679,1564.1957394894,1582.5483016142,11312160795.83
2025-04-18,ETH,1582.3971932118,1599.4168202893,1573.9039144175,1588.9246734554,7123507323.17
2025-04-19,ETH,1588.9697809208,1629.0515194549,1585.4729851869,1612.9228087159,7168138699.95
2025-04-20,ETH,1612.9661143546,1618.4367653849,1566.6915243639,1587.5142283326,7642784468.77
2025-04-21,ETH,1587.460958383,1656.1195756454,1566.1475149166,1579.734555934,15403785610.72
2025-04-22,ETH,1579.8152141575,1773.6392019981,1542.0003234914,1757.3317029388,23747917554.97
2025-04-23,ETH,1757.1965379259,1829.709977089,1746.9240125515,1796.1041889031,22904644755.89
2025-04-24,ETH,1795.9794805703,1801.6914146029,1724.7407800218,1769.8316871227,15207402758.94
2025-04-25,ETH,1770.0036763023,1826.6960807747,1740.3318919899,1786.6344969706,17459399280.52
2025-04-26,ETH,1786.5329530372,1839.3630104067,1781.4738771609,1821.8811558834,11926379866.87
2025-04-27,ETH,1822.1755598262,1856.443870277,1785.902085681,1792.8650336325,11321944112.9
2025-04-28,ETH,1792.4462035133,1827.48228733,1747.7268073738,1798.8517797249,17043640437.12
2025-04-29,ETH,1798.9121769531,1842.0331133691,1782.2812586047,1799.1756569895,14734257744.36
2025-04-30,ETH,1799.2090834497,1816.6899379324,1736.1429703484,1793.7753622537,14810431362.32
2025-05-01,ETH,1794.0410060881,1872.9395217592,1793.1511490282,1839.2215835716,15861442721.49
2025-05-02,ETH,1839.174819845,1869.5300891533,1814.7304225713,1842.7078282867,13570171871.71
2025-05-03,ETH,1842.7181465601,1848.2468817888,1812.8156720582,1833.8397115605,8344452620.45
2025-05-04,ETH,1833.6472066094,1849.9985270593,1804.4951574738,1808.5942798561,8918979887.03
2025-05-05,ETH,1808.7048999912,1832.0507257283,1783.3148204788,1819.6974998047,11389336488.74
2025-05-06,ETH,1819.7339890887,1820.7965776715,1753.3154325012,1815.087467964,13206516310.18
2025-05-07,ETH,1815.0188898478,1849.6584854543,1788.6873700468,1811.6066452415,50540755038.65
2025-05-08,ETH,1811.5463369158,2222.2055677641,1809.4569221941,2206.5146753165,37777245240.79
2025-05-09,ETH,2206.1282390533,2486.0067281744,2186.0544918405,2345.5072621678,43766026875.04
2025-05-10,ETH,2345.7603858159,2597.5434737718,2320.2351186358,2582.422704863,30265913403.28
2025-05-11,ETH,2582.7105445325,2603.2644633239,2441.7308316345,2510.237906047,26496368543.02
2025-05-12,ETH,2510.2893351913,2620.8971419475,2411.5945061584,2496.3976889157,32121858920.52
2025-05-13,ETH,2496.3373512576,2736.890090638,2418.3256055346,2680.129604376,33528741589.68
2025-05-14,ETH,2680.2622384313,2721.9499115008,2549.6849943939,2610.063120705,26602676587.68
2025-05-15,ETH,2610.0277867363,2645.0742005885,2482.2129171881,2546.8568767538,26637688883.37
2025-05-16,ETH,2547.058230274,2645.6078120419,2532.0271296911,2536.2975988505,21298907762.64
2025-05-17,ETH,2536.2975676582,2537.7818073053,2449.0694382488,2475.7544701497,18830706229.93
2025-05-18,ETH,2475.769504585,2585.6969286739,2344.6682464337,2498.2335542663,25005164865.17
2025-05-19,ETH,2498.8001678573,2545.4611872281,2353.4268867807,2529.1666716605,27351331811.33
2025-05-20,ETH,2529.1350860407,2585.6199183951,2446.4467515707,2524.1732121799,23453322577.82
2025-05-21,ETH,2524.1592029235,2614.0608794362,2454.5378171415,2552.3472007855,31952904125.33
2025-05-22,ETH,2552.7667910511,2691.102323047,2546.4348209186,2664.1570470923,26596978352.2
2025-05-23,ETH,2664.0820452986,2731.2208080077,2504.8735848881,2526.4419813074,30536501878.09
2025-05-24,ETH,2526.38800932,2575.1312600148,2516.0181532343,2530.6462312159,11380899855.94
2025-05-25,ETH,2530.8901761275,2553.8691683707,2467.8801023772,2551.7638148435,14556431364.04
2025-05-26,ETH,2551.3807643825,2598.5666553775,2530.3215699785,2564.1384181332,14936610009.42
2025-05-27,ETH,2564.1408030283,2712.2851667482,2512.5887065505,2663.0697270642,26264200535.87
2025-05-28,ETH,2663.010302828,2688.7421970566,2611.1609002178,2682.2128400301,19087366067.61
2025-05-29,ETH,2681.8432967298,2784.7524673916,2620.9827839112,2632.6548758292,27567479810.57
2025-05-30,ETH,2632.8360195978,2648.2606783507,2510.1639102079,2529.9436479287,24599403942.53
2025-05-31,ETH,2529.8340800535,2550.4836539901,2484.2156155201,2529.0873780335,13992843764.89
2025-06-01,ETH,2529.0966040916,2547.7729616588,2472.5407947259,2536.2663088146,13287852481.91
2025-06-02,ETH,2536.1849280076,2615.5157003333,2477.292797788,2607.0974987606,16744168823.55
2025-06-03,ETH,2607.1975995931,2652.4187771318,2582.2505360076,2593.2802593803,18291179016.33
2025-06-04,ETH,2593.4826542677,2677.9705464726,2585.7377151597,2608.6430329852,18621211034.52
2025-06-05,ETH,2608.6072565384,2640.6041075435,2395.7536908185,2416.2855921517,26194462736.91
2025-06-06,ETH,2416.4549867012,2530.3918612371,2387.6087517435,2477.1948101373,19407449564.6
2025-06-07,ETH,2477.1832809676,2543.0487664147,2459.137208559,2526.5053936495,11664303387.31
2025-06-08,ETH,2526.1933934895,2547.4670463726,2493.9201416849,2510.7870002709,12097170202.77
2025-06-09,ETH,2510.8380950887,2693.8065391692,2479.867906226,2681.5171951808,20605172559.53
2025-06-10,ETH,2681.2853293436,2824.8080126769,2658.6771446823,2813.5174722242,35555755055.15
2025-06-11,ETH,2813.7397458841,2877.6292904417,2746.4599377971,2773.5293199848,30705408053.77
2025-06-12,ETH,2773.5978126125,2784.262793898,2619.9665537204,2651.7952388213,25924959612.73
2025-06-13,ETH,2651.9155605939,2651.9155605939,2443.9627146036,2579.486038699,37986747138.47
2025-06-14,ETH,2579.7215143187,2580.1581535893,2491.4906818453,2533.4441915193,14285000472.85
2025-06-15,ETH,2533.1832975252,2558.6776897713,2493.2045219589,2546.8371588019,13961893827.76
2025-06-16,ETH,2547.226895762,2680.0875951757,2517.1452744184,2540.6050663562,22792449577.22
2025-06-17,ETH,2540.3143779615,2617.901407601,2456.6489290116,2510.7614921028,25653232897.12
2025-06-18,ETH,2510.8168096452,2546.6274818193,2469.0502186679,2524.3015307665,19873957904.83
2025-06-19,ETH,2524.4039414787,2546.7696102561,2486.1019157219,2521.6536702769,12782730709.36
2025-06-20,ETH,2521.5263177752,2569.0145932767,2371.4744758724,2407.3042762144,22592586688.09
2025-06-21,ETH,2407.3477547466,2448.4116548944,2222.8126095218,2300.4956387858,16108791761.83
2025-06-22,ETH,2298.8426686226,2313.8529474325,2116.6814805604,2228.213144898,28458151601.48
2025-06-23,ETH,2228.4847041767,2434.2398190625,2191.4182489731,2421.8248913869,26247439428.72
2025-06-24,ETH,2421.830560694,2481.2229189284,2379.5694154056,2448.0088600947,19539047009.43
2025-06-25,ETH,2448.7373814525,2468.6778981074,2394.6074141098,2419.3102483686,17158118624.58
2025-06-26,ETH,2419.1548124228,2519.6198376776,2399.5339376371,2416.146699528,18300413888.04
2025-06-27,ETH,2416.0230864247,2463.1546979432,2386.3249607935,2423.8668437067,15309834969.7
2025-06-28,ETH,2423.9253989525,2448.1916302027,2407.7617213909,2437.1094865049,8273074809.28
2025-06-29,ETH,2437.1148322922,2523.3206528394,2417.6253585354,2500.9600353849,12500580478.82
2025-06-30,ETH,2500.6053913406,2521.7204588282,2438.0549138166,2486.4643327619,16859727663.03
2025-07-01,ETH,2486.4284787067,2500.5919034504,2389.8158193747,2405.7928401072,15025451795.54
2025-07-02,ETH,2405.8575219728,2616.7836199661,2378.3935265069,2571.3354950049,22792512024.56
2025-07-03,ETH,2570.7965512046,2635.1921204299,2558.5825399841,2591.0072738951,20873559425.27
2025-07-04,ETH,2590.8456286363,2601.1195462643,2475.7548780196,2508.5182007331,17222740208.98
2025-07-05,ETH,2508.0959398522,2529.8423612387,2489.0024262082,2517.2800211176,9289382302.08
2025-07-06,ETH,2517.2800502273,2603.064593334,2505.3708080721,2571.2364783961,13190436110.06
2025-07-07,ETH,2571.3952554574,2589.3249461783,2517.9035734122,2543.0132490453,18440266946.97
2025-07-08,ETH,2542.9727446559,2626.6644537649,2525.4377884757,2615.5057588635,17537487205.94
2025-07-09,ETH,2615.5057588635,2794.5186020188,2591.9469134308,2770.7776343245,27229452848.56
2025-07-10,ETH,2770.7373013563,2995.1521563718,2757.266597427,2954.8452179122,33929201260.58
2025-07-11,ETH,2954.8327786052,3038.141150031,2916.9564674111,2957.8861984773,36226558862.52
2025-07-12,ETH,2958.3337738103,2979.7799321359,2907.193557289,2942.9116629289,16317198253.87
2025-07-13,ETH,2942.8535792374,3016.3934648688,2938.7365409779,2973.3589886215,17361753131.37
2025-07-14,ETH,2973.2251481336,3079.9855110516,2965.3237904037,3013.3508592513,36349290556.46
2025-07-15,ETH,3013.2935772868,3142.4272221797,2934.3712335532,3139.8897178037,39013656111.94
2025-07-16,ETH,3139.8897178037,3422.6030095746,3102.4778428906,3371.5067228454,46771354460.72
2025-07-17,ETH,3371.5067228454,3521.6854072605,3315.9989356472,3476.784397665,47532846792.64
2025-07-18,ETH,3476.1239217243,3674.8552979649,3463.386221079,3549.0162446281,59198465810.11
2025-07-19,ETH,3548.9259966784,3608.2757297644,3512.9730952921,3595.2736693016,26031719745.61
2025-07-20,ETH,3595.2404885739,3819.3987823385,3582.3495245631,3759.4714417888,44600451065.6
2025-07-21,ETH,3758.92057684,3856.7670768934,3705.3538614511,3763.3712526998,42611467662.53
2025-07-22,ETH,3762.8820998718,3798.1003208867,3624.1404012449,3749.1454360316,45248868820.37
2025-07-23,ETH,3749.2384563066,3765.026361838,3532.8565628005,3629.703538566,41283228952.7
2025-07-24,ETH,3629.7315720529,3771.3814799124,3514.9993364041,3708.0057054824,40377960354.44
2025-07-25,ETH,3708.0057054824,3744.8200042808,3579.962848808,3727.2668943161,42264509576.87
2025-07-26,ETH,3727.2372445381,3789.7897427136,3702.774166314,3741.3961036678,24635287360.9
2025-07-27,ETH,3741.2572612588,3876.9335207483,3733.6816438724,3875.246471143,28897450393.68
2025-07-28,ETH,3875.2557898802,3940.6520493334,3756.5159005689,3787.4256976649,35831336148.75
2025-07-29,ETH,3788.3194726511,3883.9976950175,3716.883394445,3793.4549246853,35540435995.43
2025-07-30,ETH,3793.5825685226,3832.8841091624,3683.1445684189,3808.2016783566,34392494234.67
2025-07-31,ETH,3808.2460282944,3877.4702798619,3685.0041536016,3696.7077813639,32839839444.42
2025-08-01,ETH,3696.1443773385,3722.5856125894,3432.3798560149,3488.3659315359,46261558199.7
2025-08-02,ETH,3487.9567001276,3535.5588470266,3370.9431897402,3392.7412703997,30165065282.06
2025-08-03,ETH,3392.7443524102,3520.8313565374,3357.9389396324,3497.3791070805,19363593864.91
2025-08-04,ETH,3497.6129223344,3734.9775988486,3491.5549940154,3718.9860330916,30905749657.87
2025-08-05,ETH,3719.8178066416,3720.6565244075,3547.6209898787,3611.8993035851,32778742296.09
2025-08-06,ETH,3612.0387970919,3698.1246900243,3567.0959925167,3683.9206273875,26924415762.5
2025-08-07,ETH,3684.0619853703,3926.2042305579,3650.3659108269,3914.325937012,38627826065.72
2025-08-08,ETH,3914.1106196013,4068.847641522,3882.4431822499,4009.8489940375,45460293892.34
2025-08-09,ETH,4009.1506729771,4323.7611472193,4007.7093203486,4263.5989346759,45279715746.34
2025-08-10,ETH,4263.5525035647,4332.2102055308,4163.9402991604,4254.2175966744,36173931366.69
2025-08-11,ETH,4254.2313482658,4362.0927008388,4168.8749008553,4226.9670252014,49989853802.5
2025-08-12,ETH,4227.2072746256,4634.0551769273,4222.3622531402,4590.9250193365,57237189035.8
2025-08-13,ETH,4590.6575179696,4784.6688542511,4566.2387206961,4756.2758757222,62550014641.51
2025-08-14,ETH,4756.0433482274,4788.5518029889,4461.2815133588,4548.1666260726,75681632805.73
2025-08-15,ETH,4549.0754978462,4667.7302183239,4375.5453190434,4439.9886331233,55445715823.99
2025-08-16,ETH,4439.9981821384,4493.149351283,4379.1643938576,4426.1803113344,26816931513.69
2025-08-17,ETH,4426.2599161927,4575.876352397,4400.7135185798,4473.2715559761,31348101437.86
2025-08-18,ETH,4473.3304672639,4484.0095312098,4229.3796988368,4312.5050093174,53518423360.04
2025-08-19,ETH,4312.5303734145,4355.0752354721,4070.5354377299,4073.4642014243,50440367101.82
2025-08-20,ETH,4073.1682593067,4376.789495849,4064.9650478482,4334.5003930871,49577862965.42
2025-08-21,ETH,4334.5675592962,4338.8263941248,4205.7766224422,4223.2098532759,33618359941.64
2025-08-22,ETH,4223.7308939878,4884.2280175715,4209.4722061336,4831.3487230165,75965521535.02
2025-08-23,ETH,4831.0882030899,4831.610686537,4669.7249290239,4776.0903527934,36503623277.66
2025-08-24,ETH,4776.7047831539,4953.7329137686,4714.4728584323,4779.6473316152,52405003873.18
2025-08-25,ETH,4779.7694672139,4796.3501262192,4343.9472434266,4372.9877668349,63936163544.92
2025-08-26,ETH,4372.8802749653,4632.0732218517,4316.3005934442,4600.4267415471,53829747706.29
2025-08-27,ETH,4600.5102393215,4659.9875280606,4489.2977102011,4503.3928436231,43509902322.18
2025-08-28,ETH,4503.6311645677,4629.0312807639,4435.1093005494,4507.1776761205,36045274077.94
2025-08-29,ETH,4507.6315433608,4513.8594977412,4272.4593945001,4360.1530059699,46899991962.03
2025-08-30,ETH,4360.0889015889,4413.2749022347,4264.1954316483,4374.153377662,25883112278.16
2025-08-31,ETH,4374.8934336974,4497.1769815853,4373.5968927219,4390.0191302417,26683044983.7
